,song_id,song_name,date_time_played,lyrics
30,6S5SJlNXgrUBTLa58NMwGk,2 Of Amerikaz Most Wanted,2022-02-22T03:10:53.286Z,"Intro: 2Pac &amp; Snoop Doggy Dogg
Up out of there
Ain't nothin' but a gangsta party
Eh, light that up, Snoop! Why you actin' like that?
Ahh shit, you done fucked up now
(Ain't nothin' but a gangsta party)
You done put two of America's most wanted
In the same motherfuckin' place at the same motherfuckin' time?
(Ain't nothin' but a gangsta party)
Ha, ha, ha, ha, y'all niggas about to feel this
(Ain't nothin' but a gangsta party)
Break out the champagne glasses and the motherfuckin' condoms
Have one on us, a'ight?
(Ain't nothin' but a gangsta party)
A toast to the gangsters

Verse 1: 2Pac
Picture perfect, I paint a perfect picture
Bombin' hoochies with precision, my intention's to get richer
With the S-N double-O-P, Dogg, my fuckin' homie
You's a cold-ass nigga on them hogs

Verse 2: Snoop Doggy Dogg
Sho 'nuff, I keep my hand on my gun
'Cause they got me on the run
Now I'm back in the courtroom, waitin' on the outcome
""Free 2Pac"" is all that's on a nigga's mind
But at the same time, it seems they tryin' to take mine
So I'ma get smart and get defensive and shit
And put together a Million March for some gangsta shit

Verse 3: 2Pac
So now they got us laced
Two multi-millionaire motherfuckers catchin' cases
Bitches, get ready for the throw down, the shit's about to go down
Me and Snoop about to clown
I'm losin' my religion, I'm vicious on these stool pigeons
You might be deep in this game, but you got the rules missin'
Niggas be actin' like they savage, they out to get the cabbage
I've got nothin' but love for my niggas livin' lavish

Verse 4: Snoop Doggy Dogg
I've got a pit named Petey, she Nigerino
I've got a house out in the hills, right next to Chino
And I think I've got a black Bimmer
But my dream is to own a fly casino
Like Bugsy Siegel, and do it all legal
And get scooped up by the little homie in the Regal
It feels good to you, baby-bubba
You see, this is for the G's and the keys, motherfucker

Verse 5: 2Pac
Now, follow as we ride!
Motherfuck the rest, two of the best from the Westside!
And I can make you famous
Niggas been dyin' for years, so how can they blame us?
I live in fear of a felony
I never stop bailin' these motherfuckin' G's
If you got it, better flaunt it
Another warrant, 2 of Amerikaz Most Wanted

Chorus: Daz Dillinger &amp; 2Pac
Ain't nothin' but a gangsta party
Ain't nothin' but a gangsta party
(Nothin' but a gangsta party)
Ain't nothin' but a gangsta party
(Nothin' but a gangsta party
It ain't nothin' but a motherfuckin' gangsta party)
Ain't nothin' but a gangsta party
(Nothin' but a gangsta party
It ain't nothin' but a motherfuckin' gangsta party)
Ain't nothin' but a gangsta party

Verse 6: 2Pac
Now give me fifty feet, defeat is not my destiny
Release me to the streets, and keep whatever's left of me
Jealousy is misery, suffery is greed
Better be prepared when you cowards fuck with me
I bust and flee
These niggas must be crazy, what?!
There ain't no mercy, motherfuckers, who can fade the thug?
You thought it was, but it wasn't, now disappear
Bow down in the presence of a boss player

Verse 7: Snoop Doggy Dogg
It's like, Cuh, Blood, gang-bangin'
Everybody in the party doin' dope-slangin'
You gotta have paper in this world
You might get your first snatch before your eyes swirl
You doin' your job every day
And then you work so hard 'til your hair turn gray
Let me tell you 'bout life and 'bout the way it is
You see, we live by the gun, so we die by the guns, kid

Verse 8: 2Pac
They tell me not to roll with my Glock
So now I got a throw-away
Floatin' in the black Benz (Bitch), tryin' to do a show a day
They wonder how I live with five shots
Niggas is hard to kill on my block
Schemes for currency and dough-related
Affiliated with the hustlers, so we made it
No answers to questions, I'm tryin' to get up on it
My nigga, Dogg, and me, eternally the most wanted

Chorus: Daz Dillinger &amp; 2Pac
Ain't nothin' but a gangsta party
Ain't nothin' but a gangsta party
Ain't nothin' but a gangsta party
Ain't nothin' but a gangsta party
(Nothin' but a gangsta party
It ain't nothin' but a motherfuckin' gangsta party)
Ain't nothin' but a gangsta party
(Nothin' but a gangsta party
It ain't nothin' but a motherfuckin' gangsta party)
Ain't nothin' but a gangsta party
(Nothin' but a gangsta party
It ain't nothin' but a motherfuckin' gangsta party)
Ain't nothin' but a gangsta party
(Nothin' but a gangsta party
It ain't nothin' but a motherfuckin' gangsta party)
Ain't nothin' but a gangsta party

Outro: 2Pac
Bitch! Where you at? Where you at?
Ain't nothin' but a gangsta party
Yeah, Death Ro"
31,3a2jFwnts4Cf0OwJbK61SL,Gospel (with Eminem),2022-02-22T02:53:54.310Z,"Intro: Eminem &amp; Dr. Dre
Yeah (Yeah, yeah, yeah, yeah, yeah, yeah, yeah)
What? (Uh) What? (Yeah, yeah, yeah, yeah, yeah, yeah, yeah)
Dre, you ready? (Woo, woo, woo, woo)
C'mon (Yo, we gotta kill ‘em with this one!)
Alright (Check, check, check, check, check)
Get 'em!

Verse 1: Dr. Dre
Cut 'em undercover, timeless
Ready for 'em, progress
Feelin' like I'm just gettin' started
Two shots back for my dearly departed
Uh, you are now dеalin' with a monster
Boss shit, profits
Doc Dre, bitch, I'm a prophet
Black Wall Street, niggas know whеre the stock is
Heh, try me
Niggas never see me, but it ain't hard to find me
Heh, unwinding
Shit's blinding, still grinding
Uprising (Agh)
Stop talking 'bout the past, I'm the future, nigga (Agh)
Nigga like me still here, motherfucker, go figure
Lookin' for my next gold digger
This summer here gon' be colder than winter
Already told you, I fold you like hundreds of billions
And you can go missing, put that on my children
Bet that, nigga, what?
Regret that, run it up
Heh, and I'm about to sum it up
This shit here that problem
Livin' at the bottom of a bottle
""Full throttle"" my motto, eh
Fuckin' with me like fuckin' with the lotto
That awful in your nostril
In a brothel, this is gospel
Yeah, I'ma need all that, pronto

Chorus: Dr. Dre &amp; Eminem
Yes, I, yes, I, yes, I ride 'til I die
Give a fuck if you bitches die
Put a motherfucking hole in your face
Back up, bitch, don't even try
I am that motherfucker, been the coldest
Why you on that? No one know us
Overdosed on what dope is (Yeah)
Hip-hop shit sell better than the coke did

Verse 2: Eminem
Like a satanic cult, it's
An old ritual slaughtering GOATs, bitch (GOATs, bitch, yeah)
You're fucking with the original, flow's sick
And anybody can get it—COVID (Fuck with that?)
I done wrote shit that was so sharp
I could slit my own fucking throat with it
So rich, I got more chips than my shoulders
And I'm about as approachable as a roach is (Roach is)
Yeah, so better steer clear from him
And here comes a nuclear bomb for your eardrums
Lyricism at its most fearsome and fierce
We're on another tier like a tear duct's upper echelon (Yeah)
Your career sucked (Meaning what?), it was sheer luck (Like what?)
Like a fuckin' leprechaun with his beard cut
(You're the) Punisher, weapon drawn with a beer gut (Haha)
You're slower than a Decepticon with its gear stuck
(And I what?) I serial kill, and you're Kellogg's (What?)
I love checks and I hate tricks
And you're a fake bitch (Bitch)
I could spot you like you 'bout to weight lift (Yeah)
Bitch, I'm badder than cake mix
(But I) Can't be whipped with egg beaters (Nah)
You cunts must be out of your labias
And God's my alias, so if I don't have faith in me
Then it basically makes me an atheist (Woo!)
Nate Diaz got the world by the tracheas
In a chokehold and a sleeper (*Snores*)
Yeah, and me and Dre are like dog hair (Woof)
We're both in our lab coats like retrievers (Grrr)
But like a Doberman, I'm a whole different breed of (What?)
Animal mutt mixed with a overachiever (Yeah)
Oh, you're the king of rap? You're 'bout to be overthrown
Like a pass over the head of an open receiver
This shit could end up comin' to blows like a wiener (Haha)
But I ain't finished puttin' these hoes through the wringer (Nah)
Like clothes in between the two rollers, and– wait, no
What I mean is flows interwoven, I treat 'em like thread (Why?)
That's how I wound up sewin' Machine up
So, fucks, if you don't givin' me the
Time to ride or die, 'cause you're either both or you're neither (Yeah, yeah)
Throw a middle finger up if you're rollin', but, me, I'm gonna— (Yeah, yeah)

Chorus: Dr. Dre
Ride 'til I die
Give a fuck if you bitches die
Put a motherfucking hole in your face
Back up, bitch, don't even try
I am that motherfucker, been the coldest
Why you on that? No one know us
Overdosed on what dope is
Hip-hop shit sell better than the coke di"
32,3a2jFwnts4Cf0OwJbK61SL,Gospel (with Eminem),2022-02-22T02:43:22.182Z,"Intro: Eminem &amp; Dr. Dre
Yeah (Yeah, yeah, yeah, yeah, yeah, yeah, yeah)
What? (Uh) What? (Yeah, yeah, yeah, yeah, yeah, yeah, yeah)
Dre, you ready? (Woo, woo, woo, woo)
C'mon (Yo, we gotta kill ‘em with this one!)
Alright (Check, check, check, check, check)
Get 'em!

Verse 1: Dr. Dre
Cut 'em undercover, timeless
Ready for 'em, progress
Feelin' like I'm just gettin' started
Two shots back for my dearly departed
Uh, you are now dеalin' with a monster
Boss shit, profits
Doc Dre, bitch, I'm a prophet
Black Wall Street, niggas know whеre the stock is
Heh, try me
Niggas never see me, but it ain't hard to find me
Heh, unwinding
Shit's blinding, still grinding
Uprising (Agh)
Stop talking 'bout the past, I'm the future, nigga (Agh)
Nigga like me still here, motherfucker, go figure
Lookin' for my next gold digger
This summer here gon' be colder than winter
Already told you, I fold you like hundreds of billions
And you can go missing, put that on my children
Bet that, nigga, what?
Regret that, run it up
Heh, and I'm about to sum it up
This shit here that problem
Livin' at the bottom of a bottle
""Full throttle"" my motto, eh
Fuckin' with me like fuckin' with the lotto
That awful in your nostril
In a brothel, this is gospel
Yeah, I'ma need all that, pronto

Chorus: Dr. Dre &amp; Eminem
Yes, I, yes, I, yes, I ride 'til I die
Give a fuck if you bitches die
Put a motherfucking hole in your face
Back up, bitch, don't even try
I am that motherfucker, been the coldest
Why you on that? No one know us
Overdosed on what dope is (Yeah)
Hip-hop shit sell better than the coke did

Verse 2: Eminem
Like a satanic cult, it's
An old ritual slaughtering GOATs, bitch (GOATs, bitch, yeah)
You're fucking with the original, flow's sick
And anybody can get it—COVID (Fuck with that?)
I done wrote shit that was so sharp
I could slit my own fucking throat with it
So rich, I got more chips than my shoulders
And I'm about as approachable as a roach is (Roach is)
Yeah, so better steer clear from him
And here comes a nuclear bomb for your eardrums
Lyricism at its most fearsome and fierce
We're on another tier like a tear duct's upper echelon (Yeah)
Your career sucked (Meaning what?), it was sheer luck (Like what?)
Like a fuckin' leprechaun with his beard cut
(You're the) Punisher, weapon drawn with a beer gut (Haha)
You're slower than a Decepticon with its gear stuck
(And I what?) I serial kill, and you're Kellogg's (What?)
I love checks and I hate tricks
And you're a fake bitch (Bitch)
I could spot you like you 'bout to weight lift (Yeah)
Bitch, I'm badder than cake mix
(But I) Can't be whipped with egg beaters (Nah)
You cunts must be out of your labias
And God's my alias, so if I don't have faith in me
Then it basically makes me an atheist (Woo!)
Nate Diaz got the world by the tracheas
In a chokehold and a sleeper (*Snores*)
Yeah, and me and Dre are like dog hair (Woof)
We're both in our lab coats like retrievers (Grrr)
But like a Doberman, I'm a whole different breed of (What?)
Animal mutt mixed with a overachiever (Yeah)
Oh, you're the king of rap? You're 'bout to be overthrown
Like a pass over the head of an open receiver
This shit could end up comin' to blows like a wiener (Haha)
But I ain't finished puttin' these hoes through the wringer (Nah)
Like clothes in between the two rollers, and– wait, no
What I mean is flows interwoven, I treat 'em like thread (Why?)
That's how I wound up sewin' Machine up
So, fucks, if you don't givin' me the
Time to ride or die, 'cause you're either both or you're neither (Yeah, yeah)
Throw a middle finger up if you're rollin', but, me, I'm gonna— (Yeah, yeah)

Chorus: Dr. Dre
Ride 'til I die
Give a fuck if you bitches die
Put a motherfucking hole in your face
Back up, bitch, don't even try
I am that motherfucker, been the coldest
Why you on that? No one know us
Overdosed on what dope is
Hip-hop shit sell better than the coke di"
33,3TdQ399gmy71IUdz3DoaO4,Goliath,2022-02-22T02:39:52.361Z,"Verse 1
The chest and the head divided by a white laser
The pattern of mad strobes, you're going haywire
In your eyes, night cold, I see the end of us
You're playing your best role but the mask shatters

Chorus
Where are you going, boy?
When did you get so lost?
How could you be so blind?
How could you be so blind?

Verse 2
A sustained heart pain and a dark fever
How did I get fooled by such a savage curse?
The more I forgive you, the more it backfires
Now you're dancing through the smoke like nothing else matters

Chorus
Where are you going, boy?
When did you get so lost?
How could you be so blind?
How could you be so blind"
34,3djNBlI7xOggg7pnsOLaNm,California Love - Original Version,2022-02-22T01:57:08.574Z,"Intro: Roger Troutman
California love

Chorus: Roger Troutman
California knows how to party
California knows how to party
In the city of L.A
In the city of good ol' Watts
In the city, the city of Compton
We keep it rockin', we keep it rockin'

Verse 1: Dr. Dre
Now let me welcome everybody to the Wild Wild West
A state that's untouchable like Eliot Ness
The track hits your eardrum like a slug to your chest
Pack a vest for your Jimmy in the city of sex
We in that sunshine state where the bomb-ass hemp be
The state where you never find a dance floor empty
And pimps be on a mission for them greens
Lean mean money-making-machines servin' fiends
I been in the game for 10 years makin' rap tunes
Ever since honeys was wearin' Sassoon
Now it's '95 and they clock me and watch me
Diamonds shinin', lookin' like I robbed Liberace
It's all good, from Diego to the Bay
Your city is the bomb if your city makin' pay
Throw up a finger if you feel the same way
Dre puttin' it down for Californ-i-a

Chorus: Roger Troutman
California knows how to party
California knows how to party (Yes, they do)
In the city of L.A
In the city of good ol' Watts
In the city, the city of Compton
We keep it rockin', we keep it rockin'

Bridge: Roger Troutman
Shake, shake it, baby
Shake, shake it, mama
Shake it, Cali
Shake it, shake it, baby
Shake it, shake it, shake it, shake it

Verse 2: 2Pac &amp; Dr. Dre
Out on bail, fresh out of jail, California dreamin'
Soon as I step on the scene, I'm hearin' hoochies screamin'
Fiendin' for money and alcohol, the life of a Westside player
Where cowards die and the strong ball
Only in Cali where we riot, not rally, to live and die
In L.A. we wearin' Chucks, not Ballys (Yeah, that's right)
Dressed in Locs and Khaki suits, and ride is what we do
Flossin' but have caution: we collide with other crews
Famous because we throw grams
Worldwide, let them recognize from Long Beach to Rosecrans
Bumpin' and grindin' like a slow jam
It's Westside, so you know the Row won't bow down to no man
Say what you say, but give me that bomb beat from Dre
Let me serenade the streets of L.A
From Oakland to Sac-town, the Bay Area and back down
Cali is where they put their mack down; give me love!

Chorus: Roger Troutman
California knows how to party
California knows how to party (Yes, they do)
In the city of L.A
In the city of good ol' Watts
In the city, the city of Compton
We keep it rockin', we keep it rockin'

Ad-Libs: Dr. Dre &amp; 2Pac
South Central
Uh, that's right
Now make it shake

Bridge: Roger Troutman
Shake, shake it, baby
Shake, shake it, mama
Shake it, Cali
Shake it, shake it, baby
Shake it, shake it, shake it, shake it

Ad-Libs: Dr. Dre
Shake it, Cali
Uh, uh, West Coast
Uh, yeah, uh, uh, Long Beach in the house
Uh, yeah, Oaktown
Oakland definitely in the house
Frisco, Frisco

Outro: 2Pac &amp; Dr. Dre
And you know L.A. up in here
Pasadena, where you at?
Yeah, Inglewood
Inglewood always up to no good
Even Hollywood tryin' to get a piece, baby
Sacramento, Sacramento where you at?
Throw it up, y'all! Throw it up, throw it up!
I can't see ya
Let's show these fools how we do it over on this Westside
'Cause you and I know it's the best side
Yeah, that's right
West Coast, West Coas"
35,15076BeeLAWATOKKxlikn3,She Said,2022-02-22T01:12:08.113Z,"Couldn't get lyrics for She Said by Jack Broadbent.
"
36,0VW1dAC98JfVPLGd7oj2lM,Ten Million Slaves,2022-02-22T01:08:20.024Z,"Rain and fire crossed that ocean
Another mad man done struck again
Rain and fire crossed that ocean
Another mad man done struck again

Sitting down here fallout shelter
Paint my walls, twice a week
Sitting down here fallout shelter
Think about the slaves, long time ago

Ten million slaves crossed that Ocean
They had shackles on their Legs
Ten million slaves crossed that Ocean
They had shackles on their Legs

Don't know where, where they're going
Don't know where, where they've been
Don't know where, where they're going
Don't know where, where they've been

Sun goes out, you'll be standing
You'll be standing by yourself
Sun goes out, you'll be standing
You'll be standing by yourself

Ten million slaves crossed that Ocean
They had shackles on their legs
Ten million slaves crossed that Ocean
They had shackles on their legs

Don't know where, where they're going
Don't know where, where they've been
Don't know where, where they're going
Don't know where, where they've been

Ten million slaves crossed that ocean
They had shackles on their legs
Food goes bad, food looks Rancid
But they ate it anyway

Don't know where, where they're going
Don't know where, where they've been
Don't know where, where they're going
Don't know where, where they've been

Sun goes out, you'll be standing
You'll be standing all alone
Sun goes out, you'll be standing
You'll be standing all alone
All alone, all alone, all alone, all alone, all alon"
37,2f0P7iELCvAlV8j6Z3rGDE,Stranglehold,2022-02-22T01:04:12.150Z,"Verse 1: Derek St. Holmes
Here I come again now baby
Like a dog in heat
You tell it's me by the clamor now, baby
I like to tear up the street

Chorus 1: Derek St. Holmes
Now I've been smoking for so long
You know I'm here to stay
Got you in a stranglehold baby
You best get out of the way

Solo 1

Verse 2: Derek St. Holmes
Road I cruise is a bitch now baby
You know you can't turn me 'round
If a house gets in my way baby
You know I'll burn it down

Chorus 2: Derek St. Holmes
You ran that night that you left me
You put me in my place
Got you in a stranglehold now baby
Then I crushed your face

Instrumental break 1:44-6:14
Guitar solo 2: Ted Nugent

Verse 3: Ted Nugent
Sometimes you gonna get higher
Sometimes you gotta start low
Some people think they gonna die someday
I got news you never got to go

Bridge: Derek St. Holmes &amp; Both
Come on, come on up;
Come on come on up;
Come on come on up;
Come on come on up;
Come on, come on, come on, come on baby
Come on, come on, come on, come on up
Come on come on come on come on baby
Come on come on come on

Verse 3: Derek St. Holmes
The road I cruise is a bitch now
You know you can't turn me 'round
If a house gets in my way
You know I'll burn it down

Chorus 2: Derek St. Holmes
You ran that night that you left me
You put me in my place
I got you in a stranglehold baby
And then I crushed your fac"
38,5oitSSaEn3b96wtBlu3BIf,Night Creeper,2022-02-22T00:55:48.099Z,"Couldn't get lyrics for Night Creeper by The Blackwater Fever.
"
39,4xxo9sAIeVTKIvs0iehYqG,Resurrection Blues,2022-02-22T00:53:34.507Z,"Couldn't get lyrics for Resurrection Blues by Otis Taylor.
"
40,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,2022-02-22T00:47:34.337Z,"Intro
One, two, three
Turn it up

Verse 1
Big wheels keep on turnin'
Carry me home to see my kin
Singin' songs about the southland
I miss Alabamy once again
And I think it's a sin, yes

Verse 2
Well I heard Mr Young sing about her (Southern man)
Well, I heard ol' Neil put her down
Well, I hope Neil Young will remember
A Southern man don't need him around, anyhow

Chorus
Sweet home Alabama
Where the skies are so blue
Sweet home Alabama
Lord, I'm coming home to you

Verse 3
In Birmingham they love the governor (Boo! Boo! Boo!)
Now we all did what we could do
Now Watergate does not bother me
Does your conscience bother you?
Tell the truth

Chorus
Sweet home Alabama
Where the skies are so blue
Sweet home Alabama
Lord, I'm coming home to you
Here I come, Alabama

Guitar solo

Bridge
(Ah-ah-ah, Alabama
Ah-ah-ah, Alabama
Ah-ah-ah, Alabama
Ah-ah-ah, Alabama)

Verse 4
Now Muscle Shoals has got the Swampers
And they've been known to pick a song or two (Yes, they do)
Lord, they get me off so much
They pick me up when I'm feeling blue
Now how 'bout you?

Chorus
Sweet home Alabama
Where the skies are so blue
Sweet home Alabama
Lord, I'm coming home to you
Sweet home Alabama (Oh, sweet home, baby)
Where the skies are so blue (And the governor's true)
Sweet home Alabama (Lordy)
Lord, I'm coming home to you (Yeah, yeah)

Outro
Mont... Montgomery's got the answe"
41,5dcwiQFqn0mTcWewYIv7MV,Personal Jesus,2022-02-22T00:42:50.175Z,"Pre-Chorus
Your own personal Jesus
Someone to hear your prayers
Someone who cares
Your own personal Jesus
Someone to hear your prayers
Someone who's there

Chorus
Feeling unknown
And you're all alone
Flesh and bone
By the telephone
Lift up the receiver
I'll make you a believer
Take second best
Put me to the test
Things on your chest
You need to confess
I will deliver
You know I'm a forgiver
Reach out and touch faith
Reach out and touch faith

Pre-Chorus
Your own personal Jesus
Someone to hear your prayers
Someone who cares
Your own personal Jesus
Someone to hear your prayers
Someone to care

Chorus
Feeling unknown
And you're all alone
Flesh and bone
By the telephone
Lift up the receiver
I'll make you a believer
I will deliver
You know I'm a forgiver
Reach out and touch faith
Reach out and touch faith
Reach out and touch faith
Reach out and touch fait"
42,141XsxpUkbj7AkQKT8vySq,Goin' Out West,2022-02-22T00:39:30.671Z,"Well I'm going out west
Where the wind blows tall
Because Tony Franciosa
Used to date my ma
They got some money out there
They're giving it away
I'm gonna do what I want
And I'm gonna get paid
Do what I want
And I'm gonna get paid

Little brown sausages
Lying in the sand
I ain't no extra baby
I'm a leading man
Well, my parole officer
Will be proud of me
With my Olds 88
And the devil on a leash

I know karate, Voodoo too
I'm gonna make myself available to you
I don't need no make up
I got real scars
I got hair on my chest
I look good without a shirt

Well I don't lose my composure
In a high speed chase
Well my friends think I'm ugly
I got a masculine face
I got some dragstrip courage
I can really drive a bed
I'm gonna change my name to Hannibal
Or maybe just Rex
Change my name to Hannibal
Maybe just Rex

I know karate, Voodoo too
I'm gonna make myself available to you
I don't need no make up
I got real scars
I got hair on my chest
I look good without a shirt

I'm gonna drive all night
Take some speed
I'm gonna wait for the sun
To shine down on me
I cut a hole in my roof
The shape of a heart
And I'm goin' out west
Where they'll appreciate me
Going out west
Going out wes"
43,6RFkVsPmrM4pzlDkFswwJl,God's Gonna Cut You Down,2022-02-22T00:36:10.044Z,"Chorus 1
You can run on for a long time
Run on for a long time
Run on for a long time
Sooner or later, God'll cut you down
Sooner or later, God'll cut you down

Chorus 2
Go tell that long-tongue liar
Go and tell that midnight rider
Tell the rambler, the gambler, the back-biter
Tell 'em that God's gonna cut 'em down
Tell 'em that God's gonna cut 'em down

Verse 1
Well, my goodness gracious, let me tell you the news
My head's been wet with the midnight dew
I've been down on bended knee, talkin' to the man from Galilee
He spoke to me in the voice so sweet
I thought I heard the shuffle of angel's feet
He called my name and my heart stood still
When he said, ""John, go do My will!""

Chorus 2
Go tell that long-tongue liar
Go and tell that midnight rider
Tell the rambler, the gambler, the back-biter
Tell 'em that God's gonna cut 'em down
Tell 'em that God's gonna cut 'em down

Chorus 1
You can run on for a long time
Run on for a long time
Run on for a long time
Sooner or later, God'll cut you down
Sooner or later, God'll cut you down

Verse 2
Well, you may throw your rock, and hide your hand
Workin' in the dark against your fellow man
But as sure as God made black and white
What's done in the dark will be brought to the light

Chorus 1
You can run on for a long time
Run on for a long time
Run on for a long time
Sooner or later, God'll cut you down
Sooner or later, God'll cut you down

Chorus 2
Go tell that long-tongue liar
Go and tell that midnight rider
Tell the rambler, the gambler, the back-biter
Tell 'em that God's gonna cut you down
Tell 'em that God's gonna cut you down
Tell 'em that God's gonna cut you dow"
44,7JOizhmt3HlBgQyJEa0AgK,Short Change Hero,2022-02-22T00:33:30.647Z,"Instrumental Intro

Intro
Mm, mm
Mm, mm
Mm, mm
Mm-mm, mm...

Verse 1
Yeah, I can't see where you comin' from
But I know just what you runnin' from
And what matters ain't the ""Who's baddest,"" but the
Ones who stop you fallin' from your ladder, when you're

Verse 2
Feelin' like you're feelin' now
And doin' things just to please your crowd
When I love you like the way I love you
And I suffer but I ain't gonna cut you 'cause

Chorus
This ain't no place for no hero
This ain't no place for no better man
This ain't no place for no hero
To call home
This ain't no place for no hero
This ain't no place for no better man
This ain't no place for no hero
To call home

Bridge
Every time I close my eyes
I think, I think 'bout you inside
And your mother, givin' up on askin' why
Why you lie, and you cheat, and you try to make a fool outta she...

Verse 1
Now, I can't see where you comin' from
But I know just what you're runnin' from
And what matters ain't the ""Who's baddest,"" but the
Ones who stop you fallin' from your ladder, 'cause

Chorus
This ain't no place for no hero
This ain't no place for no better man
This ain't no place for no hero
To call home
This ain't no place for no hero
This ain't no place for no better man
This ain't no place for no hero
To call home
This ain't no place for no hero
This ain't no place for no better man
This ain't no place for no hero
To call hom"
45,6ZWn1MVUaBH2HNQobhMYeE,Little Black Submarines - Radio Edit [radio edit],2022-02-22T00:28:08.194Z,"Verse 1
Little black submarines
Operator, please put me back on the line
Told my girl I'd be back
Operator, please
This is wreckin' my mind

Chorus
Oh, can it be?
The voices calling me
They get lost and out of time
I should've seen it glow
But everybody knows that a broken heart is blind
That a broken heart is blind

Verse 2
Pick you up, let you down
When I wanna go to a place I can hide
You know me, I had plans
But they just disappeared to the back of my mind

Chorus
Oh, can it be?
The voices calling me
They get lost and out of time
I should've seen it glow
But everybody knows that a broken heart is blind
That a broken heart is blind

Verse 3
Treasure maps, fallen trees
Operator, please call me back when it's time
Stolen friends and disease
Operator, please patch me back to my mind

Chorus
Oh, can it be?
The voices calling me
They get lost and out of time
I should've seen it glow
But everybody knows that a broken heart is blind
That a broken heart is blind
That a broken heart is blin"
46,0oTGa77jJ1H5joTG5SvxFj,Second One To Know,2022-02-22T00:24:43.338Z,"Refrain
Don't put my love on your back burner
Never let anything that hot get cold
And if you ever change your mind
Want to leave my love behind
Just let me be the second one to know
Yeah, the second one to know

Verse 1
Hold up my right hand
Swear to the Promised Land
Rather die before I treat you bad
All I ask from you
Is to treat me the same way, too
'Cause I don't want to lose this thing we have

Refrain
Don't put my love on your back burner
Never let anything that hot get cold
And if you ever change your mind
Want to leave my love behind
Just let me be the second one to know
Yeah, the second one to know

Verse 2
First, you stole my heart
That was the easy part
Don't ever tell me that crime don't pay
Now that it's in your hands
Want you to understand
I would have given it to you anyway

Refrain / Outro
Don't put my love on your back burner
Never let anything that hot get cold
And if you ever change your mind
Wanna leave my love behind
Just let me be the second one to know
Yeah, the second one to kno"
47,3BCsNM2w6HcCbrVWlhjTpk,White House Road (OurVinyl Sessions),2022-02-22T00:21:46.404Z,"Couldn't get lyrics for White House Road (OurVinyl Sessions) by Tyler Childers.
"
48,2iPTESocncak2Q45oXzKOG,Beat the Devil's Tattoo,2022-02-22T00:17:17.883Z,"Verse 1
You have forsaken all the love you’ve taken
Sleeping on a razor, there’s nowhere left to fall
Your body’s aching, every bone is breaking
Nothing seems to shake it, it just keeps holding on
Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah

Verse 2
Your soul is able, death is all you cradle
Sleeping on the nails, there’s nowhere left to fall
You have admired, every man desires
Everyone is king when there’s no one left to pawn
Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah

Interlude

Verse 3
There is no peace here, war is never cheap, dear
Love will never meet it, it just gets sold for parts
You cannot fight it, all the world denies it
Open up your eyelids and let your demons run
Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah

Interlude

Outro
I thread the needle through, you beat the devil’s tattoo
I thread the needle through, you beat the devil’s tattoo
I thread the needle through, you beat the devil’s tattoo
I thread the needle through, you beat the devil’s tattoo
I thread the needle through, you beat the devil’s tattoo
I thread the needle through, you beat the devil’s tattoo
I thread the needle through, you beat the devil’s tattoo
I thread the needle through, you beat the devil’s tatto"
